"firstname"_"surname"
"Martti"_"Ahtisaari"
"Paul"_"Krugman"
"Albert"_"Fert"
"Peter"_"Grünberg"
"Gerhard"_"Ertl"
"Mario R."_"Capecchi"
"Sir Martin J."_"Evans"
"Oliver"_"Smithies"
"Doris"_"Lessing"
"Intergovernmental Panel on Climate Change (IPCC)"_NA
"Albert Arnold (Al)"_"Gore Jr."
"Leonid"_"Hurwicz"
"Eric S."_"Maskin"
"Roger B."_"Myerson"
"John C."_"Mather"
"George F."_"Smoot"
"Roger D."_"Kornberg"
"Andrew Z."_"Fire"
"Craig C."_"Mello"
"Orhan"_"Pamuk"
"Muhammad"_"Yunus"
"Grameen Bank"_NA
"Edmund S."_"Phelps"
"Roy J."_"Glauber"
"John L."_"Hall"
"Theodor W."_"Hänsch"
"Yves"_"Chauvin"
"Robert H."_"Grubbs"
"Richard R."_"Schrock"
"Barry J."_"Marshall"
"J. Robin"_"Warren"
"Harold"_"Pinter"
"International Atomic Energy Agency (IAEA)"_NA
"Mohamed"_"ElBaradei"
"Robert J."_"Aumann"
"Thomas C."_"Schelling"
"David J."_"Gross"
"H. David"_"Politzer"
"Frank"_"Wilczek"
"Aaron"_"Ciechanover"
"Avram"_"Hershko"
"Irwin"_"Rose"
"Richard"_"Axel"
"Linda B."_"Buck"
"Elfriede"_"Jelinek"
"Wangari Muta"_"Maathai"
"Finn E."_"Kydland"
"Edward C."_"Prescott"
"Alexei A."_"Abrikosov"
"Vitaly L."_"Ginzburg"
"Anthony J."_"Leggett"
"Peter"_"Agre"
"Roderick"_"MacKinnon"
"Paul C."_"Lauterbur"
"Sir Peter"_"Mansfield"
"John M."_"Coetzee"
"Shirin"_"Ebadi"
"Robert F."_"Engle III"
"Clive W.J."_"Granger"
"Raymond"_"Davis Jr."
"Masatoshi"_"Koshiba"
"Riccardo"_"Giacconi"
"John B."_"Fenn"
"Koichi"_"Tanaka"
"Kurt"_"Wüthrich"
"Sydney"_"Brenner"
"H. Robert"_"Horvitz"
"John E."_"Sulston"
"Imre"_"Kertész"
"Jimmy"_"Carter"
"Daniel"_"Kahneman"
"Vernon L."_"Smith"
"Eric A."_"Cornell"
"Wolfgang"_"Ketterle"
"Carl E."_"Wieman"
"William S."_"Knowles"
"Ryoji"_"Noyori"
"K. Barry"_"Sharpless"
"Leland H."_"Hartwell"
"Tim"_"Hunt"
"Sir Paul M."_"Nurse"
"Sir Vidiadhar Surajprasad"_"Naipaul"
"United Nations (U.N.)"_NA
"Kofi"_"Annan"
"George A."_"Akerlof"
"A. Michael"_"Spence"
"Joseph E."_"Stiglitz"
"Zhores I."_"Alferov"
"Herbert"_"Kroemer"
"Jack S."_"Kilby"
"Alan J."_"Heeger"
"Alan G."_"MacDiarmid"
"Hideki"_"Shirakawa"
"Arvid"_"Carlsson"
"Paul"_"Greengard"
"Eric R."_"Kandel"
"Gao"_"Xingjian"
"Kim"_"Dae-jung"
"James J."_"Heckman"
"Daniel L."_"McFadden"
"Gerardus"_"'t Hooft"
"Martinus J.G."_"Veltman"
"Ahmed H."_"Zewail"
"Günter"_"Blobel"
"Günter"_"Grass"
"Médecins Sans Frontières"_NA
"Robert A."_"Mundell"
"Robert B."_"Laughlin"
"Horst L."_"Störmer"
"Daniel C."_"Tsui"
"Walter"_"Kohn"
"John A."_"Pople"
"Robert F."_"Furchgott"
"Louis J."_"Ignarro"
"Ferid"_"Murad"
"José"_"Saramago"
"John"_"Hume"
"David"_"Trimble"
"Amartya"_"Sen"
"Steven"_"Chu"
"Claude"_"Cohen-Tannoudji"
"William D."_"Phillips"
"Paul D."_"Boyer"
"John E."_"Walker"
"Jens C."_"Skou"
"Stanley B."_"Prusiner"
"Dario"_"Fo"
"International Campaign to Ban Landmines (ICBL)"_NA
"Jody"_"Williams"
"Robert C."_"Merton"
"Myron S."_"Scholes"
"David M."_"Lee"
"Douglas D."_"Osheroff"
"Robert C."_"Richardson"
"Robert F."_"Curl Jr."
"Sir Harold W."_"Kroto"
"Richard E."_"Smalley"
"Peter C."_"Doherty"
"Rolf M."_"Zinkernagel"
"Wislawa"_"Szymborska"
"Carlos Filipe Ximenes"_"Belo"
"José"_"Ramos-Horta"
"James A."_"Mirrlees"
"William"_"Vickrey"
"Martin L."_"Perl"
"Frederick"_"Reines"
"Paul J."_"Crutzen"
"Mario J."_"Molina"
"F. Sherwood"_"Rowland"
"Edward B."_"Lewis"
"Christiane"_"Nüsslein-Volhard"
"Eric F."_"Wieschaus"
"Seamus"_"Heaney"
"Joseph"_"Rotblat"
"Pugwash Conferences on Science and World Affairs"_NA
"Robert E."_"Lucas Jr."
"Bertram N."_"Brockhouse"
"Clifford G."_"Shull"
"George A."_"Olah"
"Alfred G."_"Gilman"
"Martin"_"Rodbell"
"Kenzaburo"_"Oe"
"Yasser"_"Arafat"
"Shimon"_"Peres"
"Yitzhak"_"Rabin"
"John C."_"Harsanyi"
"John F."_"Nash Jr."
"Reinhard"_"Selten"
"Russell A."_"Hulse"
"Joseph H."_"Taylor Jr."
"Kary B."_"Mullis"
"Michael"_"Smith"
"Richard J."_"Roberts"
"Phillip A."_"Sharp"
"Toni"_"Morrison"
"Nelson"_"Mandela"
"Frederik Willem"_"de Klerk"
"Robert W."_"Fogel"
"Douglass C."_"North"
"Georges"_"Charpak"
"Rudolph A."_"Marcus"
"Edmond H."_"Fischer"
"Edwin G."_"Krebs"
"Derek"_"Walcott"
"Rigoberta"_"Menchú Tum"
"Gary S."_"Becker"
"Pierre-Gilles"_"de Gennes"
"Richard R."_"Ernst"
"Erwin"_"Neher"
"Bert"_"Sakmann"
"Nadine"_"Gordimer"
"Aung San Suu Kyi"_NA
"Ronald H."_"Coase"
"Jerome I."_"Friedman"
"Henry W."_"Kendall"
"Richard E."_"Taylor"
"Elias James"_"Corey"
"Joseph E."_"Murray"
"E. Donnall"_"Thomas"
"Octavio"_"Paz"
"Mikhail Sergeyevich"_"Gorbachev"
"Harry M."_"Markowitz"
"Merton H."_"Miller"
"William F."_"Sharpe"
"Norman F."_"Ramsey"
"Hans G."_"Dehmelt"
"Wolfgang"_"Paul"
"Sidney"_"Altman"
"Thomas R."_"Cech"
"J. Michael"_"Bishop"
"Harold E."_"Varmus"
"Camilo José"_"Cela"
"The 14th Dalai Lama (Tenzin Gyatso)"_NA
"Trygve"_"Haavelmo"
"Leon M."_"Lederman"
"Melvin"_"Schwartz"
"Jack"_"Steinberger"
"Johann"_"Deisenhofer"
"Robert"_"Huber"
"Hartmut"_"Michel"
"Sir James W."_"Black"
"Gertrude B."_"Elion"
"George H."_"Hitchings"
"Naguib"_"Mahfouz"
"United Nations Peacekeeping Forces"_NA
"Maurice"_"Allais"
"J. Georg"_"Bednorz"
"K. Alexander"_"Müller"
"Donald J."_"Cram"
"Jean-Marie"_"Lehn"
"Charles J."_"Pedersen"
"Susumu"_"Tonegawa"
"Joseph"_"Brodsky"
"Oscar"_"Arias Sánchez"
"Robert M."_"Solow"
"Ernst"_"Ruska"
"Gerd"_"Binnig"
"Heinrich"_"Rohrer"
"Dudley R."_"Herschbach"
"Yuan T."_"Lee"
"John C."_"Polanyi"
"Stanley"_"Cohen"
"Rita"_"Levi-Montalcini"
"Wole"_"Soyinka"
"Elie"_"Wiesel"
"James M."_"Buchanan Jr."
"Klaus"_"von Klitzing"
"Herbert A."_"Hauptman"
"Jerome"_"Karle"
"Michael S."_"Brown"
"Joseph L."_"Goldstein"
"Claude"_"Simon"
"International Physicians for the Prevention of Nuclear War"_NA
"Franco"_"Modigliani"
"Carlo"_"Rubbia"
"Simon"_"van der Meer"
"Robert Bruce"_"Merrifield"
"Niels K."_"Jerne"
"Georges J.F."_"Köhler"
"César"_"Milstein"
"Jaroslav"_"Seifert"
"Desmond Mpilo"_"Tutu"
"Richard"_"Stone"
"Subramanyan"_"Chandrasekhar"
"William Alfred"_"Fowler"
"Henry"_"Taube"
"Barbara"_"McClintock"
"William"_"Golding"
"Lech"_"Walesa"
"Gerard"_"Debreu"
"Kenneth G."_"Wilson"
"Aaron"_"Klug"
"Sune K."_"Bergström"
"Bengt I."_"Samuelsson"
"John R."_"Vane"
"Gabriel"_"García Márquez"
"Alva"_"Myrdal"
"Alfonso"_"García Robles"
"George J."_"Stigler"
"Nicolaas"_"Bloembergen"
"Arthur Leonard"_"Schawlow"
"Kai M."_"Siegbahn"
"Kenichi"_"Fukui"
"Roald"_"Hoffmann"
"Roger W."_"Sperry"
"David H."_"Hubel"
"Torsten N."_"Wiesel"
"Elias"_"Canetti"
"Office of the United Nations High Commissioner for Refugees (UNHCR)"_NA
"James"_"Tobin"
"James Watson"_"Cronin"
"Val Logsdon"_"Fitch"
"Paul"_"Berg"
"Walter"_"Gilbert"
"Frederick"_"Sanger"
"Baruj"_"Benacerraf"
"Jean"_"Dausset"
"George D."_"Snell"
"Czeslaw"_"Milosz"
"Adolfo"_"Pérez Esquivel"
"Lawrence R."_"Klein"
"Sheldon Lee"_"Glashow"
"Abdus"_"Salam"
"Steven"_"Weinberg"
"Herbert C."_"Brown"
"Georg"_"Wittig"
"Allan M."_"Cormack"
"Godfrey N."_"Hounsfield"
"Odysseus"_"Elytis"
"Mother Teresa"_NA
"Theodore W."_"Schultz"
"Sir Arthur"_"Lewis"
"Pyotr Leonidovich"_"Kapitsa"
"Arno Allan"_"Penzias"
"Robert Woodrow"_"Wilson"
"Peter D."_"Mitchell"
"Werner"_"Arber"
"Daniel"_"Nathans"
"Hamilton O."_"Smith"
"Isaac Bashevis"_"Singer"
"Mohamed Anwar"_"al-Sadat"
"Menachem"_"Begin"
"Herbert A."_"Simon"
"Philip Warren"_"Anderson"
"Sir Nevill Francis"_"Mott"
"John Hasbrouck"_"van Vleck"
"Ilya"_"Prigogine"
"Roger"_"Guillemin"
"Andrew V."_"Schally"
"Rosalyn"_"Yalow"
"Vicente"_"Aleixandre"
"Amnesty International"_NA
"Bertil"_"Ohlin"
"James E."_"Meade"
"Burton"_"Richter"
"Samuel Chao Chung"_"Ting"
"William N."_"Lipscomb"
"Baruch S."_"Blumberg"
"D. Carleton"_"Gajdusek"
"Saul"_"Bellow"
"Betty"_"Williams"
"Mairead"_"Corrigan"
"Milton"_"Friedman"
"Aage Niels"_"Bohr"
"Ben Roy"_"Mottelson"
"Leo James"_"Rainwater"
"John Warcup"_"Cornforth"
"Vladimir"_"Prelog"
"David"_"Baltimore"
"Renato"_"Dulbecco"
"Howard Martin"_"Temin"
"Eugenio"_"Montale"
"Andrei Dmitrievich"_"Sakharov"
"Leonid Vitaliyevich"_"Kantorovich"
"Tjalling C."_"Koopmans"
"Sir Martin"_"Ryle"
"Antony"_"Hewish"
"Paul J."_"Flory"
"Albert"_"Claude"
"Christian"_"de Duve"
"George E."_"Palade"
"Eyvind"_"Johnson"
"Harry"_"Martinson"
"Seán"_"MacBride"
"Eisaku"_"Sato"
"Gunnar"_"Myrdal"
"Friedrich August"_"von Hayek"
"Leo"_"Esaki"
"Ivar"_"Giaever"
"Brian David"_"Josephson"
"Ernst Otto"_"Fischer"
"Geoffrey"_"Wilkinson"
"Karl"_"von Frisch"
"Konrad"_"Lorenz"
"Nikolaas"_"Tinbergen"
"Patrick"_"White"
"Henry A."_"Kissinger"
"Le Duc Tho"_NA
"Wassily"_"Leontief"
"John"_"Bardeen"
"Leon Neil"_"Cooper"
"John Robert"_"Schrieffer"
"Christian B."_"Anfinsen"
"Stanford"_"Moore"
"William H."_"Stein"
"Gerald M."_"Edelman"
"Rodney R."_"Porter"
"Heinrich"_"Böll"
"John R."_"Hicks"
"Kenneth J."_"Arrow"
"Dennis"_"Gabor"
"Gerhard"_"Herzberg"
"Earl W."_"Sutherland
"Pablo"_"Neruda"
"Willy"_"Brandt"
"Simon"_"Kuznets"
"Hannes Olof Gösta"_"Alfvén"
"Louis Eugène Félix"_"Néel"
"Luis F."_"Leloir"
"Sir Bernard"_"Katz"
"Ulf"_"von Euler"
"Julius"_"Axelrod"
"Aleksandr Isayevich"_"Solzhenitsyn"
"Norman E."_"Borlaug"
"Paul A."_"Samuelson"
"Murray"_"Gell-Mann"
"Derek H. R."_"Barton"
"Odd"_"Hassel"
"Max"_"Delbrück"
"Alfred D."_"Hershey"
"Salvador E."_"Luria"
"Samuel"_"Beckett"
"International Labour Organization (I.L.O.)"_NA
"Ragnar"_"Frisch"
"Jan"_"Tinbergen"
"Luis Walter"_"Alvarez"
"Lars"_"Onsager"
"Robert W."_"Holley"
"Har Gobind"_"Khorana"
"Marshall W."_"Nirenberg"
"Yasunari"_"Kawabata"
"René"_"Cassin"
"Hans Albrecht"_"Bethe"
"Manfred"_"Eigen"
"Ronald George Wreyford"_"Norrish"
"George"_"Porter"
"Ragnar"_"Granit"
"Haldan Keffer"_"Hartline"
"George"_"Wald"
"Miguel Angel"_"Asturias"
"Alfred"_"Kastler"
"Robert S."_"Mulliken"
"Peyton"_"Rous"
"Charles Brenton"_"Huggins"
"Shmuel Yosef"_"Agnon"
"Nelly"_"Sachs"
"Sin-Itiro"_"Tomonaga"
"Julian"_"Schwinger"
"Richard P."_"Feynman"
"Robert Burns"_"Woodward"
"François"_"Jacob"
"André"_"Lwoff"
"Jacques"_"Monod"
"Mikhail Aleksandrovich"_"Sholokhov"
"United Nations Children's Fund (UNICEF)"_NA
"Charles Hard"_"Townes"
"Nicolay Gennadiyevich"_"Basov"
"Aleksandr Mikhailovich"_"Prokhorov"
"Dorothy Crowfoot"_"Hodgkin"
"Konrad"_"Bloch"
"Feodor"_"Lynen"
"Jean-Paul"_"Sartre"
"Martin Luther"_"King Jr."
"Eugene Paul"_"Wigner"
"Maria"_"Goeppert Mayer"
"J. Hans D."_"Jensen"
"Karl"_"Ziegler"
"Giulio"_"Natta"
"Sir John Carew"_"Eccles"
"Alan Lloyd"_"Hodgkin"
"Andrew Fielding"_"Huxley"
"Giorgos"_"Seferis"
"Comité international de la Croix Rouge (International Committee of the Red Cross)"_NA
"Ligue des Sociétés de la Croix-Rouge (League of Red Cross Societies)"_NA
"Lev Davidovich"_"Landau"
"Max Ferdinand"_"Perutz"
"John Cowdery"_"Kendrew"
"Francis Harry Compton"_"Crick"
"James Dewey"_"Watson"
"Maurice Hugh Frederick"_"Wilkins"
"John"_"Steinbeck"
"Linus Carl"_"Pauling"
"Robert"_"Hofstadter"
"Rudolf Ludwig"_"Mössbauer"
"Melvin"_"Calvin"
"Georg"_"von Békésy"
"Ivo"_"Andric"
"Dag Hjalmar Agne Carl"_"Hammarskjöld"
"Donald Arthur"_"Glaser"
"Willard Frank"_"Libby"
"Sir Frank Macfarlane"_"Burnet"
"Peter Brian"_"Medawar"
"Saint-John"_"Perse"
"Albert John"_"Lutuli"
"Emilio Gino"_"Segrè"
"Owen"_"Chamberlain"
"Jaroslav"_"Heyrovsky"
"Severo"_"Ochoa"
"Arthur"_"Kornberg"
"Salvatore"_"Quasimodo"
"Philip J."_"Noel-Baker"
"Pavel Alekseyevich"_"Cherenkov"
"Il´ja Mikhailovich"_"Frank"
"Igor Yevgenyevich"_"Tamm"
"Frederick"_"Sanger"
"George Wells"_"Beadle"
"Edward Lawrie"_"Tatum"
"Joshua"_"Lederberg"
"Boris Leonidovich"_"Pasternak"
"Georges"_"Pire"
"Chen Ning"_"Yang"
"Tsung-Dao (T.D.)"_"Lee"
"Lord (Alexander R.)"_"Todd"
"Daniel"_"Bovet"
"Albert"_"Camus"
"Lester Bowles"_"Pearson"
"William Bradford"_"Shockley"
"John"_"Bardeen"
"Walter Houser"_"Brattain"
"Sir Cyril Norman"_"Hinshelwood"
"Nikolay Nikolaevich"_"Semenov"
"André Frédéric"_"Cournand"
"Werner"_"Forssmann"
"Dickinson W."_"Richards"
"Juan Ramón"_"Jiménez"
"Willis Eugene"_"Lamb"
"Polykarp"_"Kusch"
"Vincent"_"du Vigneaud"
"Axel Hugo Theodor"_"Theorell"
"Halldór Kiljan"_"Laxness"
"Max"_"Born"
"Walther"_"Bothe"
"Linus Carl"_"Pauling"
"John Franklin"_"Enders"
"Thomas Huckle"_"Weller"
"Frederick Chapman"_"Robbins"
"Ernest Miller"_"Hemingway"
"Office of the United Nations High Commissioner for Refugees (UNHCR)"_NA
"Frits"_"Zernike"
"Hermann"_"Staudinger"
"Hans Adolf"_"Krebs"
"Fritz Albert"_"Lipmann"
"Sir Winston Leonard Spencer"_"Churchill"
"George Catlett"_"Marshall"
"Felix"_"Bloch"
"Edward Mills"_"Purcell"
"Archer John Porter"_"Martin"
"Richard Laurence Millington"_"Synge"
"Selman Abraham"_"Waksman"
"François"_"Mauriac"
"Albert"_"Schweitzer"
"Sir John Douglas"_"Cockcroft"
"Ernest Thomas Sinton"_"Walton"
"Edwin Mattison"_"McMillan"
"Glenn Theodore"_"Seaborg"
"Max"_"Theiler"
"Pär Fabian"_"Lagerkvist"
"Léon"_"Jouhaux"
"Cecil Frank"_"Powell"
"Otto Paul Hermann"_"Diels"
"Kurt"_"Alder"
"Edward Calvin"_"Kendall"
"Tadeus"_"Reichstein"
"Philip Showalter"_"Hench"
"Earl (Bertrand Arthur William)"_"Russell"
"Ralph"_"Bunche"
"Hideki"_"Yukawa"
"William Francis"_"Giauque"
"Walter Rudolf"_"Hess"
"Antonio Caetano de Abreu Freire Egas"_"Moniz"
"William"_"Faulkner"
"Lord (John)"_"Boyd Orr of Brechin"
"Patrick Maynard Stuart"_"Blackett"
"Arne Wilhelm Kaurin"_"Tiselius"
"Paul Hermann"_"Müller"
"Thomas Stearns"_"Eliot"
"Sir Edward Victor"_"Appleton"
"Sir Robert"_"Robinson"
"Carl Ferdinand"_"Cori"
"Gerty Theresa"_"Cori
"Bernardo Alberto"_"Houssay"
"André Paul Guillaume"_"Gide"
"Friends Service Council (The Quakers)"_NA
"American Friends Service Committee (The Quakers)"_NA
"Percy Williams"_"Bridgman"
"James Batcheller"_"Sumner"
"John Howard"_"Northrop"
"Wendell Meredith"_"Stanley"
"Hermann Joseph"_"Muller"
"Hermann"_"Hesse"
"Emily Greene"_"Balch"
"John Raleigh"_"Mott"
"Wolfgang"_"Pauli"
"Artturi Ilmari"_"Virtanen"
"Sir Alexander"_"Fleming"
"Ernst Boris"_"Chain"
"Sir Howard Walter"_"Florey"
"Gabriela"_"Mistral"
"Cordell"_"Hull"
"Isidor Isaac"_"Rabi"
"Otto"_"Hahn"
"Joseph"_"Erlanger"
"Herbert Spencer"_"Gasser"
"Johannes Vilhelm"_"Jensen"
"Comité international de la Croix Rouge (International Committee of the Red Cross)"_NA
"Otto"_"Stern"
"George"_"de Hevesy"
"Henrik Carl Peter"_"Dam"
"Edward Adelbert"_"Doisy"
"Ernest Orlando"_"Lawrence"
"Adolf Friedrich Johann"_"Butenandt"
"Leopold"_"Ruzicka"
"Gerhard"_"Domagk"
"Frans Eemil"_"Sillanpää"
"Enrico"_"Fermi"
"Richard"_"Kuhn"
"Corneille Jean François"_"Heymans"
"Pearl"_"Buck"
"Office international Nansen pour les Réfugiés (Nansen International Office for Refugees)"_NA
"Clinton Joseph"_"Davisson"
"George Paget"_"Thomson"
"Walter Norman"_"Haworth"
"Paul"_"Karrer"
"Albert"_"von Szent-Györgyi Nagyrápolt"
"Roger"_"Martin du Gard"
"Cecil of Chelwood_ Viscount"
"Victor Franz"_"Hess"
"Carl David"_"Anderson"
"Petrus (Peter) Josephus Wilhelmus"_"Debye"
"Sir Henry Hallett"_"Dale"
"Otto"_"Loewi"
"Eugene Gladstone"_"O'Neill"
"Carlos"_"Saavedra Lamas"
"James"_"Chadwick"
"Frédéric"_"Joliot"
"Irène"_"Joliot-Curie"
"Hans"_"Spemann"
"Carl"_"von Ossietzky"
"Harold Clayton"_"Urey"
"George Hoyt"_"Whipple"
"George Richards"_"Minot"
"William Parry"_"Murphy"
"Luigi"_"Pirandello"
"Arthur"_"Henderson"
"Erwin"_"Schrödinger"
"Paul Adrien Maurice"_"Dirac"
"Thomas Hunt"_"Morgan"
"Ivan Alekseyevich"_"Bunin"
"Sir Norman"_"Angell (Ralph Lane)"
"Werner Karl"_"Heisenberg"
"Irving"_"Langmuir"
"Sir Charles Scott"_"Sherrington"
"Edgar Douglas"_"Adrian"
"John"_"Galsworthy"
"Carl"_"Bosch"
"Friedrich"_"Bergius"
"Otto Heinrich"_"Warburg"
"Erik Axel"_"Karlfeldt"
"Jane"_"Addams"
"Nicholas Murray"_"Butler"
"Sir Chandrasekhara Venkata"_"Raman"
"Hans"_"Fischer"
"Karl"_"Landsteiner"
"Sinclair"_"Lewis"
"Lars Olof Jonathan (Nathan)"_"Söderblom"
"Prince Louis-Victor Pierre Raymond"_"de Broglie"
"Arthur"_"Harden"
"Hans Karl August Simon"_"von Euler-Chelpin"
"Christiaan"_"Eijkman"
"Sir Frederick Gowland"_"Hopkins"
"Thomas"_"Mann"
"Frank Billings"_"Kellogg"
"Owen Willans"_"Richardson"
"Adolf Otto Reinhold"_"Windaus"
"Charles Jules Henri"_"Nicolle"
"Sigrid"_"Undset"
"Arthur Holly"_"Compton"
"Charles Thomson Rees"_"Wilson"
"Heinrich Otto"_"Wieland"
"Julius"_"Wagner-Jauregg"
"Henri"_"Bergson"
"Ferdinand"_"Buisson"
"Ludwig"_"Quidde"
"Jean Baptiste"_"Perrin"
"The (Theodor)"_"Svedberg"
"Johannes Andreas Grib"_"Fibiger"
"Grazia"_"Deledda"
"Aristide"_"Briand"
"Gustav"_"Stresemann"
"James"_"Franck"
"Gustav Ludwig"_"Hertz"
"Richard Adolf"_"Zsigmondy"
"George Bernard"_"Shaw"
"Sir Austen"_"Chamberlain"
"Charles Gates"_"Dawes"
"Karl Manne Georg"_"Siegbahn"
"Willem"_"Einthoven"
"Wladyslaw Stanislaw"_"Reymont"
"Robert Andrews"_"Millikan"
"Fritz"_"Pregl"
"Frederick Grant"_"Banting"
"John James Rickard"_"Macleod"
"William Butler"_"Yeats"
"Niels Henrik David"_"Bohr"
"Francis William"_"Aston"
"Archibald Vivian"_"Hill"
"Otto Fritz"_"Meyerhof"
"Jacinto"_"Benavente"
"Fridtjof"_"Nansen"
"Albert"_"Einstein"
"Frederick"_"Soddy"
"Anatole"_"France"
"Karl Hjalmar"_"Branting"
"Christian Lous"_"Lange"
"Charles Edouard"_"Guillaume"
"Walther Hermann"_"Nernst"
"Schack August Steenberg"_"Krogh"
"Knut Pedersen"_"Hamsun"
"Léon Victor Auguste"_"Bourgeois"
"Johannes"_"Stark"
"Jules"_"Bordet"
"Carl Friedrich Georg"_"Spitteler"
"Thomas Woodrow"_"Wilson"
"Max Karl Ernst Ludwig"_"Planck"
"Fritz"_"Haber"
"Charles Glover"_"Barkla"
"Karl Adolph"_"Gjellerup"
"Henrik"_"Pontoppidan"
"Comité international de la Croix Rouge (International Committee of the Red Cross)"_NA
"Carl Gustaf Verner"_"von Heidenstam"
"Sir William Henry"_"Bragg"
"William Lawrence"_"Bragg"
"Richard Martin"_"Willstätter"
"Romain"_"Rolland"
"Max"_"von Laue"
"Theodore William"_"Richards"
"Robert"_"Bárány"
"Heike"_"Kamerlingh Onnes"
"Alfred"_"Werner"
"Charles Robert"_"Richet"
"Rabindranath"_"Tagore"
"Henri"_"La Fontaine"
"Nils Gustaf"_"Dalén"
"Victor"_"Grignard"
"Paul"_"Sabatier"
"Alexis"_"Carrel"
"Gerhart Johann Robert"_"Hauptmann"
"Elihu"_"Root"
"Wilhelm"_"Wien"
"Marie"_"Curie
"Allvar"_"Gullstrand"
"Count Maurice (Mooris) Polidore Marie Bernhard"_"Maeterlinck"
"Tobias Michael Carel"_"Asser"
"Alfred Hermann"_"Fried"
"Johannes Diderik"_"van der Waals"
"Otto"_"Wallach"
"Albrecht"_"Kossel"
"Paul Johann Ludwig"_"Heyse"
"Bureau international permanent de la Paix (Permanent International Peace Bureau)"_NA
"Guglielmo"_"Marconi"
"Karl Ferdinand"_"Braun"
"Wilhelm"_"Ostwald"
"Emil Theodor"_"Kocher"
"Selma Ottilia Lovisa"_"Lagerlöf"
